ㄱㅡ,80726,그 
ㅅㅜ,67991,수 
ㅇㅣ,45777,이 
ㄱㅓㅅㅇㅣㄷㅏ,37808,것이다 
ㅇㅣㅆㄷㅏ,56743,있다 
ㅎㅏㄴ,30536,한 
ㅇㅣㅆㄴㅡㄴ,53991,있는 
ㄱㅓㅅㅇㅡㄴ,24816,것은 
